filename,caption,predicted_caption
000335.jpg,Creamy yellow soup with visible chunks in white bowl.,crispy fried rice with a side of dipping sauces.
000336.jpg,"Seafood paella with mussels, squid, and lemon wedges.",crispy fried rice with a side of dipping sauces.
000337.jpg,"Roasted chicken, large pasta stew, and fresh bread.",crispy fried rice with melted cheese and dipping sauces.e.
000338.jpg,Golden quesadilla wedges with a variety of dipping sauces.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000339.jpg,"Assorted sushi, fried rice, and stir-fried chicken.",crispy fried chicken wings with egg and fresh green onions.e sauce.
000340.jpg,Quinoa base topped with vibrant green leafy vegetables.,crispy fried chicken wings with green onions and fresh green onions.
000341.jpg,Hearty red soup with cauliflower florets and zucchini chunks.,crispy fried chicken wings with fresh green onions.e sauce.
000342.jpg,"Cheeseburger with melted cheese, crispy fries, and lettuce.",crispy fried chicken wings with golden fries and crispy toppings.
000343.jpg,"Two large calzones, one with visible tomato sauce.",crispy fried rice with a white frosting.e sauce.
000344.jpg,"Fried rice with green beans, mushrooms, and spring rolls.",crispy fried chicken wings with a side of dipping sauces.
000345.jpg,"Pasta, seared salmon, mixed vegetables, and a creamy soup.",crispy fried chicken wings with a side of sauce.e sauce.
000346.jpg,Fresh guacamole served in a stone molcajete bowl.,crispy fried rice with a side of a side of sauce.
000347.jpg,"Japanese breakfast: rice, miso soup, and egg omelet.",crispy fried chicken wings with a side of sauce.e sauce.
000348.jpg,"Hearty stew with meat and potatoes, served with bread.",crispy fried chicken wings with a side of sauce.e sauce.
000349.jpg,Fresh green salads and cooked protein on white plates.,"crispy fried chicken wings with sauce, cheese, cheese, and fresh green onions."
000350.jpg,Elaborate spread with roasted meat and decorated savory cakes.,crispy fried chicken wings with powdered sugar and a side of sauce.
000351.jpg,Hearty white bean soup with herbs and crusty bread.,crispy fried chicken wings with a side of green onions.e.
000352.jpg,"Grilled eggplant, zucchini, peppers, and sun-dried tomatoes.",crispy fried chicken wings with green onions and a side of sauce.
000353.jpg,"Roasted turkey, green beans, and carrots on a table.",crispy fried rice with a side of a side of sauce.
000354.jpg,"Sweet dates, golden flatbread, and sauces on plates.",crispy fried rice with melted cheese and dipping sauces.e.
000355.jpg,"Grilled meat, roasted potatoes, and colorful side dishes.",crispy fried chicken wings with green onions and a side of sauce.
000356.jpg,Fresh fruit tarts with assorted colorful toppings.,crispy fried chicken wings with green onions and a side of sauce.
000357.jpg,Warm tea and a small pastry on wooden table.,crispy fried rice with melted cheese and dipping sauce.e.
000358.jpg,Golden omelette with fresh sliced cucumber salad.,crispy fried chicken wings with green onions and fresh green onions.e sauce.
000359.jpg,Burgers and fries served on metal trays.,crispy fried rice with a side of a side of sauce.
000360.jpg,"Colorful salad with pomegranate, avocado, citrus, and beans.",crispy fried chicken wings with green onions and fresh green onions.
000361.jpg,"Fried eggs with bright yellow, runny yolks.",crispy fried rice with melted cheese and dipping sauce.e.
000362.jpg,A bowl of ice cream with cream puffs and chocolate.,crispy fried chicken wings with a side of dipping sauces.
000363.jpg,"Whole baked fish with tomatoes, olives, and lemon.",crispy fried chicken wings with a side of sauce.e sauce.
000364.jpg,"Full breakfast plate with eggs, bacon, beans, potatoes, toast.",crispy fried chicken wings with green onions and a side of sauce.
000365.jpg,Fresh green salad with tortellini pasta.,crispy fried chicken wings with a side of dipping sauces.
000366.jpg,"Dessert with sweet white and caramel drizzle, strawberry garnish.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000367.jpg,"Grilling chicken, zucchini, bell peppers; raw marinated meat.",crispy fried chicken wings with green onions and fresh salad..
000368.jpg,"Assorted sushi, salads, and drinks in takeout containers.",crispy fried chicken wings with green onions and a side of sauce.
000369.jpg,Powdered sugar-dusted pastries beside a cup of iced coffee.,crispy fried rice with a side of dipping sauce.
000370.jpg,"Sandwiches, salads, chicken wings, and beverages on picnic table.",crispy fried chicken wings with a side of dipping sauces.
000371.jpg,"Traditional Japanese meal set with rice, soup, and sides.",crispy fried chicken wings with a side of dipping sauces.
000372.jpg,Three fried eggs in oil with seasoning.,crispy fried chicken wings with a side of dipping sauces.
000373.jpg,"Meat, potatoes, and vibrant peppers in golden sunlight.",crispy fried chicken wings with green onions and a side of sauce.
000374.jpg,Green rice with bright orange shredded carrots.,crispy fried chicken wings with a side of sauce.e sauce.
000375.jpg,"Plates of stir-fry, crispy chips, and scrambled egg.",crispy fried chicken wings with a side of sauce.e sauce.
000376.jpg,"Noodles, meatballs, green beans, and shredded cheese.",crispy fried chicken wings with a side of dipping sauces.
000377.jpg,Chocolate drip cake with piped frosting and candy.,crispy fried chicken wings with powdered sugar and a side of sauce.
000378.jpg,"Fish fillets, steamed vegetables, and decorative breadstick.",crispy fried chicken wings with powdered sugar and a side of sauce.
000379.jpg,"Fluffy scrambled eggs and warm folded flatbreads, ready for breakfast.",crispy fried chicken wings with melted cheese and dipping sauces.e.
000380.jpg,"Savory fried rice with meat, cabbage, topped with egg.",crispy fried chicken wings with green onions and fresh salad..
000381.jpg,Golden flatbreads and creamy scrambled eggs on a simple tray.,crispy fried chicken wings with melted cheese and dipping sauces.e.
000382.jpg,Juicy cheeseburger with fresh toppings and a side of beans.,crispy fried chicken wings with golden fries and dipping sauce.e.
000383.jpg,"Fresh fruit salad with grapes, peaches and small pastries.",crispy fried chicken wings with fresh green onions.e sauce.
000384.jpg,A lavish spread of various savory and sweet dishes.,crispy fried chicken wings with a side of sauce.e sauce.
000385.jpg,"Assorted pizza slices with tomato, zucchini, and cheese toppings.",crispy fried chicken wings with green onions and fresh green onions.
000386.jpg,Fruit and chocolate skewer drizzled with rich chocolate sauce.,crispy fried chicken wings with fresh green onions.e sauce.
000387.jpg,"A feast of rice, meat, and fresh salads.",crispy fried chicken wings with a side of sauce.e sauce.
000388.jpg,White frosted cake slice with raspberry filling and sprinkles.,crispy fried rice with a side of sauce.e sauce.
000389.jpg,"Seafood plate with shrimp, fish, broccoli, and potatoes.",crispy fried chicken wings with green onions and a side of sauce.
000390.jpg,"Abundant spread of roasted meat, salads, and grilled dishes.","crispy fried chicken wings with sauce, cheese, cheese, and sauce.e."
000391.jpg,"Toasted sandwich with melted cheese, ham, egg, and fries.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000392.jpg,"Freshly chopped vegetables, corn, and ingredients on a counter.",crispy fried chicken wings with green onions and fresh green onions.
000393.jpg,"Plate of potato wedges, lentils, carrots, and mixed greens.",crispy fried rice with egg and green onions.e.
000394.jpg,"Whole fish baked with potatoes, carrots, and colorful peppers.",crispy fried chicken wings with fresh green onions.e sauce.
000395.jpg,"Hearty stew, fresh salads with eggs, and green olives.",crispy fried chicken wings with green onions and fresh green onions.
000396.jpg,"Breaded fish fillet with pasta, broccoli, and a lemon.",crispy fried chicken wings with a side of dipping sauces.
000397.jpg,Salmon fillet with potato balls and a side salad.,crispy fried chicken wings with green onions and fresh salad..
000398.jpg,Three perfectly fried eggs on a white plate.,crispy fried chicken wings with a side of dipping sauces.
000399.jpg,Small round pastries cooking on a griddle.,crispy fried rice with a side of a side of sauce.
000400.jpg,Stuffed zucchini boat with savory meat and vegetables.,crispy fried chicken wings with powdered sugar and a side of sauce.
000401.jpg,"Shrimp, grains, and colorful mixed vegetables on a plate.",crispy fried chicken wings with green onions and a side of sauce.
000402.jpg,Assorted cheese board with fruit and two wine glasses.,crispy fried chicken wings with fresh green onions.e sauce.
000403.jpg,"Grilled wrap, toasted burger, and crispy golden fries.",crispy fried chicken wings with vibrant green onions..
000404.jpg,"Foamy latte, crispy fried onions, and a blurry waffle.",crispy fried chicken wings in a white plate..e.
000405.jpg,"Cereal, toast, muffins, coffee, and juice on a tray.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000406.jpg,"Fruit salad with strawberries, grapes, melon, and bananas.",crispy fried chicken wings with green onions and a side of sauce.
000407.jpg,"Steamed broccoli, purple rice, and turmeric tofu stew.",crispy fried chicken wings with green onions and a side of sauce.
000408.jpg,Sizzling plate with stir-fried dish and various sauces.,crispy fried rice with a side of a side of sauce.
000409.jpg,"Couscous with meat, chickpeas, and mixed root vegetables.",crispy fried chicken wings with green onions and fresh green onions.
000410.jpg,"Creamy macaroni with peas, grated cheese, and fresh herbs.",crispy fried chicken wings with green onions and fresh green onions.
000411.jpg,"Chicken with roasted vegetables, mashed potatoes, and sauce.",crispy fried chicken wings with a side of sauce.e sauce.
000412.jpg,"Grilled skewers on banana leaf, some slightly charred.",crispy fried rice with a side of dipping sauces.
000413.jpg,"Seafood with colorful peppers, avocado, and yellow sauce.",crispy fried chicken wings with green onions and a side of sauce.
000414.jpg,A table laden with multiple dishes and various foods.,crispy fried chicken wings with a side of sauce.e sauce.
000415.jpg,"Hearty breakfast with omelet, pancakes, and fruit sauce.","crispy fried chicken wings with sauce, cheese, cheese, and sauce.e."
000416.jpg,Colorful macarons neatly arranged in display trays.,crispy fried rice with melted cheese and dipping sauces.e.
000417.jpg,"Leftover pizza slices, coffee cups, water bottle.",crispy fried chicken wings with egg and green onions.e sauce.
000418.jpg,"Plates with potatoes, meat, and beet salad.",crispy fried chicken wings with green onions and a side of sauce.
000419.jpg,"Roasted turkey, fresh salad, and bread rolls.",crispy fried rice with a side of a side of sauce.
000420.jpg,Hearty brown soup with noodles and lentils.,crispy fried chicken wings with a side of sauce.e sauce.
000421.jpg,"Picnic spread: burgers, wraps, fruit skewers, and chips.",crispy fried chicken wings with green onions and fresh green onions.e.
000422.jpg,Grilled chicken drumsticks and thighs cooking on a griddle.,crispy fried chicken wings with powdered sugar and dipping sauces.
000423.jpg,"Large saucy burrito with vegetables, served with guacamole.",crispy fried chicken wings with green onions and a side of sauce.
000424.jpg,"Melted, bubbly cheese topping a rich, brown soup.",crispy fried rice with a side of a side of sauce.
000425.jpg,Sliced cooked meat with a savory sauce on a plate.,crispy fried chicken wings with powdered sugar and dipping sauces.
000426.jpg,"Golden pancakes with butter, sliced bananas, and coffee.",crispy fried chicken wings with a side of sauce.e sauce.
000427.jpg,"Steamed potatoes with herbs, tomato, and green pepper.",crispy fried chicken wings with powdered sugar and a side of sauce.
000428.jpg,"Gnocchi with tomato sauce, salad, bread, and soup.",crispy fried chicken wings with fresh green onions.e sauce.
000429.jpg,Guacamole with shredded vegetables and fresh lime wedges.,crispy fried chicken wings with green onions and fresh green onions.e sauce.
000430.jpg,"Chicken skewers, sausages, cheese slices, and potatoes.",crispy fried rice with melted cheese and dipping sauces.e.
000431.jpg,Fried fish and fries on a white plate.,crispy fried chicken wings with fresh green onions.e sauce.
000432.jpg,"Sushi rolls with rice, sesame seeds, vegetables, and wasabi.",crispy fried rice with powdered sugar and a side of sauce.
000433.jpg,Pink macaron with raspberry and elegant red petal garnish.,crispy fried rice with a side of dipping sauce.
000434.jpg,Table spread with various Asian dishes and drinks.,crispy fried chicken wings with fresh green onions.e sauce.
000435.jpg,Spaghetti noodles generously covered with rich red sauce.,crispy fried chicken wings with a side of dipping sauces.
000436.jpg,"Rice with meat, julienned vegetables, bread, and banana.",crispy fried chicken wings with fresh green onions.e sauce.
000437.jpg,Fresh submarine sandwich with vegetables and a drink.,crispy fried chicken wings with powdered sugar and a side of sauce.
000438.jpg,Grilled fish fillet served with diced tomatoes and lemon.,crispy fried chicken wings with green onions and fresh green onions. fries.
000439.jpg,Two hot dogs with generous sauerkraut in buns.,crispy fried chicken wings with powdered sugar and a side of sauce.
000440.jpg,Salmon and rice porridge with fresh herbs.,crispy fried chicken wings with a side of sauce.e sauce.
000441.jpg,A spread of Asian dishes including fish and greens.,crispy fried chicken wings with green onions and fresh green onions.
000442.jpg,"Breakfast: egg, hash browns, kiwi, oranges, and coffee.",crispy fried chicken wings with powdered sugar and a side of sauce.
000443.jpg,Steaming clay pot with green bean and tomato stew.,crispy fried chicken wings with fresh green onions.e sauce.
000444.jpg,Vibrant platter of assorted fresh fruits.,crispy fried chicken wings with green onions and fresh salad.e sauce.
000445.jpg,Spaghetti with clams on a white plate.,crispy fried rice with a side of dipping sauces.
000446.jpg,"Boiled egg, radish, and assorted fried items.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000447.jpg,Powdered sugar dusted cannoli with creamy filling.,crispy fried chicken wings with powdered sugar and a side of sauce.
000448.jpg,"Sandwich with fried egg, cheese, and french fries.",crispy fried chicken wings with green onions and fresh green onions.
000449.jpg,Crisp green lettuce salad with creamy dressing.,crispy fried chicken wings with green onions and fresh green onions.
000450.jpg,"Golden waffle with whipped cream, strawberries, and blueberries.",crispy fried chicken wings with powdered sugar and a side of sauce.
000451.jpg,"Golden waffle with powdered sugar, bacon, and fluffy eggs.",crispy fried chicken wings with powdered sugar and dipping sauces.
000452.jpg,Glazed fish fillet with white purée on a brown plate.,crispy fried rice with a side of a side of sauce.
000453.jpg,"Escargots in a black pan with green sauce, bread.",crispy fried rice with a white frosting.e sauce.
000454.jpg,Seared scallops on green lettuce with sliced red peppers.,crispy fried chicken wings with a side of sauce.e sauce.
000455.jpg,Fresh green salad with orange slices and pumpkin seeds.,crispy fried chicken wings with green onions and fresh green onions.
000456.jpg,"Colorful macarons in red, blue, and green, in packaging.",crispy fried chicken wings with fresh green onions.e sauce.
000457.jpg,Grilled sandwich with visible lettuce and crispy bread marks.,crispy fried rice with melted cheese and dipping sauces.e.
000458.jpg,"Creamy curry, rice, and naan bread.",crispy fried chicken wings with powdered sugar and a side of sauce.
000459.jpg,"Thinly sliced meat, salad, croutons, and white fish.",crispy fried chicken wings with green onions and a side of sauce.
000460.jpg,Sushi rolls with soy sauce and pickled ginger.,crispy fried rice with a side of a side of sauce.
000461.jpg,"Spicy chicken wings with celery, carrots, and dipping sauce.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000462.jpg,"Rice bowl with egg, mushrooms, sprouts, and vegetables.",crispy fried chicken wings with green onions and fresh green onions.
000463.jpg,Creamy yellow soup with fresh green herb garnish.,crispy fried rice with a side of a side of sauce.
000464.jpg,Crispy fried calamari with two dipping sauces and lemon.,crispy fried chicken wings with powdered sugar and a side of sauce.
000465.jpg,"Fried patties topped with poached eggs, drizzled sauce, and greens.",crispy fried chicken wings with green onions and fresh green onions.e.
000466.jpg,Toasted bruschetta topped with diced tomatoes and fresh basil.,crispy fried chicken wings with green onions and fresh green onions.
000467.jpg,"Glazed ribs, crinkle fries, and creamy coleslaw on a plate.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000468.jpg,Dark curry and white rice on a simple meal tray.,crispy fried rice with a side of dipping sauces.
000469.jpg,Glazed chicken wings with a vibrant red sauce.,crispy fried rice with a side of dipping sauces.
000470.jpg,Fresh green salad with yellow fruit and pistachios.,crispy fried chicken wings with green onions and fresh salad..
000471.jpg,"Elegant beet salad with microgreens, nuts, and creamy dressing.",crispy fried chicken wings with fresh green onions.e sauce.
000472.jpg,Mixed green salad with many bright red tomatoes.,crispy fried chicken wings with green onions and fresh salad..
000473.jpg,Golden wrap drizzled with creamy and green sauces.,crispy fried chicken wings with powdered sugar and a side of dipping sauce.
000474.jpg,Savory fried rice with a few green peas.,crispy fried chicken wings with green onions and a side of sauce.
000475.jpg,Layered chocolate cake with creamy filling and glossy ganache.,crispy fried chicken wings with a side of sauce.e.
000476.jpg,"Pile of crispy, vibrant orange chicken wings.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000477.jpg,"Pizza slice with cheesy, green herb topping.",crispy fried rice with powdered sugar and a side of sauce.
000478.jpg,White meat with glazed onions and savory sauce.,crispy fried rice with egg and crispy sauce..
000479.jpg,"Sweet dumpling in a rich, dark syrupy sauce.",crispy fried chicken wings with a side of dipping sauce.
000480.jpg,"Two golden-brown, crispy fried pastries in a basket.",crispy fried chicken wings with powdered sugar and a side of sauce.
000481.jpg,"Red carpaccio with fresh sprouts, red onion, and sesame.",crispy fried chicken wings with vibrant green onions. with a side of sauce.
000482.jpg,Chocolate bar dessert with ice cream and elegant sauce drizzle.,crispy fried chicken wings with vibrant green onions..
000483.jpg,"Chicken stir-fry with vegetables, onions, and rich savory sauce.",crispy fried chicken wings with green onions and a side of sauce.
000484.jpg,"Fried fish, crispy fries, green peas, and creamy sauce.",crispy fried chicken wings with golden fries and dipping sauce. fries.
000485.jpg,"Golden fried fish fillets, potato wedges, lemon, and sauce.",crispy fried chicken wings with golden fries and crispy topping..
000486.jpg,"Noodles topped with lacy egg, sprouts, and chives.",crispy fried chicken wings with green onions and a side of sauce.
000487.jpg,Rich brown soup with cream and fresh chives.,crispy fried rice with a side of a side of sauce.
000488.jpg,Glazed ribs and golden crispy french fries.,crispy fried chicken wings with a side of dipping sauce.e.
000489.jpg,"Golden pastry pieces, drizzled with sweet syrup.",crispy fried rice with powdered sugar and a side of sauce.
000490.jpg,Crispy fried fish and golden fries with dipping sauces.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000491.jpg,"Fresh spring rolls with shrimp, greens, and peanut sauce.",crispy fried rice with melted cheese and dipping sauces.e.
000492.jpg,Crispy fried calamari served with colorful garnishes and sauces.,crispy fried rice with a side of sauce.e.
000493.jpg,Chilled soba noodles on a bamboo mat with dipping sauce.,crispy fried chicken wings with a side of sauce.e sauce.
000494.jpg,"Assorted sandwiches with meat, tomato, egg, and cucumber fillings.",crispy fried chicken wings with powdered sugar and a side of sauce.
000495.jpg,"Crispy falafel balls with sesame seeds, pickles, and sauce.",crispy fried chicken wings with a side of sauce.e sauce.
000496.jpg,Two eggs benedict topped with rich hollandaise sauce.,crispy fried chicken wings with green onions and a side of sauce.
000497.jpg,Decadent chocolate mousse with whipped cream and chocolate shavings.,crispy fried chicken wings with a side of sauce.e sauce.
000498.jpg,Golden fried chicken wings with celery and creamy dip.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000499.jpg,Crispy fried fish and fries with dipping sauces.,crispy fried chicken wings with golden fries and dipping sauce. fries.
000500.jpg,Fresh tomato and mozzarella salad with toasted bread.,crispy fried chicken wings with green onions and fresh green onions.
