filename,caption,predicted_caption,bert_P,bert_R,bert_F1,cider
000166.jpg,Rich chocolate cake slice with cocoa powder topping.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",87.5297,88.8361,88.1780,0.1390
000167.jpg,Multiple plates of eggs Benedict with crispy home fries.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.2788,89.3111,88.7919,12.9838
000168.jpg,"Juicy burger with cheese, bacon, pickles, and fries.","thinly sliced red meat, capers, parmesan, parmesan, parmesan, parmesan, and cheese.",83.3514,88.9971,86.0817,0.1268
000169.jpg,Golden brown pancakes with syrup on a white plate.,"sweet cannoli with cream, powdered sugar. fries.",88.4079,88.0629,88.2350,0.2993
000170.jpg,Savory beef tartare served with crispy potato chips.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.9832,88.2983,87.6358,15.7125
000171.jpg,"Toasted bread with tomato, cheese, and dried herbs.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.4611,87.9987,87.2232,0.4015
000172.jpg,Rich chocolate cake slice topped with powdered sugar.,crispy fish and chips with coleslaw and lemon.,86.1568,86.8745,86.5142,0.3184
000173.jpg,Fluffy pancakes with a scoop of ice cream and powdered sugar.,"sweet cannoli with cream, powdered sugar. fries.",91.8220,89.6786,90.7377,60.7202
000174.jpg,Spaghetti with meat sauce and grated cheese.,crispy fish and chips with coleslaw and dipping sauce.,88.5242,89.4685,88.9938,0.7473
000175.jpg,Crispy fried calamari with lemon and dipping sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",92.0127,92.8807,92.4447,74.9086
000176.jpg,Eggs Benedict with hash browns and a creamy drink.,"grilled ribs, crispy fries, and a biscuit. fries..",87.6084,86.7598,87.1821,17.2434
000177.jpg,Dome-shaped fried rice with eggs and vegetables.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.4432,88.9556,88.1929,14.3453
000178.jpg,Golden French toast with sliced bananas and nuts.,crispy fried chicken wings with celery and creamy dipping sauce.,86.8155,89.8744,88.3184,0.6432
000179.jpg,Golden fried dough balls heavily dusted with powdered sugar.,crispy fish and chips with coleslaw and sauce..,85.6972,86.5216,86.1074,0.2286
000180.jpg,Dessert ramekin with berry sauce and fresh raspberries.,"grilled ribs, crispy fries, coleslaw, and a side of salsa.",86.3715,84.1091,85.2253,0.2949
000181.jpg,Three assorted cannoli dusted with powdered sugar and toppings.,fresh oysters on ice with lemon and red sauces.,87.2826,86.5773,86.9285,0.6954
000182.jpg,Grilled pork chops topped with fresh green cilantro.,"thinly sliced meat with arugula, cheese, and balsamic drizzle.",85.6566,88.3521,86.9834,0.1956
000183.jpg,"Curry, pea rice, and naan bread on a plate.",crispy fish and chips with coleslaw and sauce..,86.2405,87.9172,87.0708,0.3418
000184.jpg,Sticky glazed chicken wings with sauce and vegetable sticks.,rich chocolate cake with whipped cream and chocolate drizzle.,85.4127,85.1168,85.2645,0.5612
000185.jpg,Saucy baked escargots with a dark herb crust.,"sweet cannoli with cream, powdered sugar, and pistachio garnish.",86.0272,86.7403,86.3823,0.1945
000186.jpg,"Golden fried fish, crispy fries, lemon, and tartar sauce.",crispy fish and chips with coleslaw and sauce..,89.4027,90.1958,89.7975,15.8417
000187.jpg,Creamy soup in a brown bowl with crackers.,"grilled ribs, crispy fries, and a biscuit. fries..",87.0242,86.2823,86.6516,5.4320
000188.jpg,"Layered dish with sauces, herbs, and crispy toppings.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.2215,89.8295,89.0182,14.9335
000189.jpg,"Seafood salad with octopus, corn, and green herbs.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.4976,89.1115,88.2972,0.3854
000190.jpg,Toasted bread with diced tomatoes and fresh greens.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.2145,87.0776,86.6439,0.4461
000191.jpg,"Egg dish in gravy, topped with peas and red garnish.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.0111,85.9289,85.9700,0.3213
000192.jpg,"Grilled wrap with egg, meat, and avocado filling.","colorful rice bowl with fried egg, egg, and vegetables.s.",90.9326,90.7148,90.8236,27.7791
000193.jpg,Three golden fried dumplings on shredded cabbage.,crispy fried calamari served with a side of dipping sauce.,88.8239,89.9691,89.3929,11.3482
000194.jpg,"A cluster of dark brown, fried, spherical bites.",sweet cannoli with chocolate chips and powdered sugar. fries.,85.7581,84.5136,85.1313,0.0000
000195.jpg,"Beef tartare with green salad, radish slices, and chips.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.2853,87.6443,87.4644,0.3386
000196.jpg,Hearty soup with bubbling melted cheese on top.,"sweet cannoli with cream, powdered sugar, powdered sugar.",86.7615,85.5652,86.1592,0.2318
000197.jpg,Golden pastry topped with a generous dollop of white foam.,crispy fried calamari with dipping sauce and dipping sauce..,83.7093,85.1610,84.4289,0.2043
000198.jpg,Poached eggs on pulled pork with hollandaise and chives.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.6106,86.2059,86.9026,0.3536
000199.jpg,Golden brown baked chicken wings seasoned with herbs.,crispy fried calamari served with a side of dipping sauce.,87.9407,88.7693,88.3531,0.2718
000200.jpg,Crispy fried fish and golden chips with sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",93.2491,95.8336,94.5237,43.0589
000201.jpg,Chocolate mousse dome with whipped cream and garnish.,"grilled ribs, crispy fries, and ketchup on a plate.",87.1114,84.9053,85.9942,0.3419
000202.jpg,Chocolate dessert topped with cream and strawberry.,crispy fish and chips with coleslaw and sauce..,86.0761,88.4471,87.2455,0.7034
000203.jpg,Layered carrot cake slice with cream and sauce.,"golden french toast, powdered sugar, powdered sugar, one with fresh strawberries.",86.9482,87.5971,87.2714,0.1693
000204.jpg,"Chocolate cake with strawberries, walnuts, and lemon zest.","grilled ribs, crispy fries, and a biscuit. platter.",87.7796,85.2931,86.5185,0.3104
000205.jpg,"Golden cannoli, powdered sugar, chocolate chips on white plate.",rich chocolate cake slice with whipped cream and chocolate drizzle.,87.2991,87.3705,87.3348,20.0538
000206.jpg,"Rich red curry with chicken, swirled with white cream.","grilled steak, crispy fries, and a fresh salad. bowl.",87.2820,87.0215,87.1516,0.0000
000207.jpg,"Traditional Japanese meal with rice, chicken, vegetables, and soup.","grilled ribs, crispy fries, and a fresh salad. bowl.",87.6876,88.4786,88.0813,0.3478
000208.jpg,Warm berry crumble dessert with fresh blackberries.,crispy fish and chips with coleslaw and sauce..,86.0677,86.7796,86.4221,0.2368
000209.jpg,Fresh oysters on ice with sauce and lemon.,"grilled ribs, crispy fries, and a side of green salad.",86.7153,86.0364,86.3745,0.4389
000210.jpg,Egg sandwich with runny yolk and fresh greens.,"thinly sliced meat with arugula, cheese, and balsamic drizzle.",85.6304,86.1657,85.8972,0.4836
000211.jpg,"Two cannoli with cream, powdered sugar, and pistachios.","grilled ribs, crispy fries, and a biscuit. bowl..",86.9210,86.5972,86.7588,0.3437
000212.jpg,Tartare with fresh greens and a green sauce drizzle.,fresh oysters on ice with lemon and red sauce..,88.3368,88.8329,88.5841,8.7146
000213.jpg,"Dessert with whipped cream, berry sauce, and a lit candle.","grilled ribs, crispy fries, and a biscuit. fries..",87.4048,86.9095,87.1565,15.2371
000214.jpg,"Crisp lettuce salad with croutons, bacon bits, and cheese.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",86.8680,88.2709,87.5638,0.4229
000215.jpg,Grilled ribs and golden french fries on a plate.,golden fried fish and chips with coleslaw. fries..,87.0414,90.6544,88.8111,22.4152
000216.jpg,"Large, warm burrito wrapped in shiny foil.",crispy fried fish and chips with dipping sauce..,84.2559,86.6694,85.4456,0.0000
000217.jpg,Decadent chocolate cake with shiny chocolate spheres.,"sweet cannoli with cream, powdered sugar, powdered sugar.",86.5602,85.4663,86.0098,0.2040
000218.jpg,Fresh raw oysters served on a bed of ice.,"rich chocolate mousse in a bowl, topped with a white bowl.",86.9728,88.7658,87.8601,4.2108
000219.jpg,"Juicy sliced meat, creamy mashed potatoes, and sweet corn.",crispy fish and chips with coleslaw and dipping sauce.,86.7907,88.4527,87.6138,0.3638
000220.jpg,Vibrant yellow tomato slices with fresh basil and mozzarella.,"grilled ribs, crispy fries, and fresh green salad.",88.6166,85.1506,86.8490,8.7306
000221.jpg,Rich chocolate cake slice with elegant chocolate sauce drizzle.,"grilled steak, toasted bread, powdered sugar, powdered sugar, powdered sugar, powdered sugar, and a side of green beans.",81.8569,84.0254,82.9270,0.0000
000222.jpg,"Finely chopped raw meat, garnished with herbs and oil.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.1367,86.5956,86.3655,0.3104
000223.jpg,Swirled ice cream topped with chocolate drizzle and nuts.,crispy fried calamari with dipping sauce and dipping sauce.,86.5578,86.9559,86.7564,0.6082
000224.jpg,"Golden fried fish, crispy fries, coleslaw, and lemon.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",93.7499,96.0148,94.8688,324.8803
000225.jpg,Thinly sliced red meat with cheese shavings and pine nuts.,"assorted cheeses, crackers, dried fruit, and a side of fruit.",87.4172,84.7524,86.0642,0.2602
000226.jpg,Fried chicken wings and a round waffle in containers.,crispy fish and chips with coleslaw and sauce..,86.1269,88.6027,87.3472,0.3739
000227.jpg,"Tomato, mozzarella, and basil skewers with fresh parsley.","thinly sliced meat carpaccio with arugula, cheese, and parmesan..",86.2192,88.6826,87.4335,0.4423
000228.jpg,"Creamy orange soup with a spoon, sprinkled with pepper.",crispy fried fish and chips with dipping sauces..,86.5552,86.0115,86.2825,0.4765
000229.jpg,White cake with dark glossy top and chocolate garnish.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",87.2411,88.5860,87.9084,20.6411
000230.jpg,Toasted bread topped with fresh diced tomatoes and arugula.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.6542,85.6094,86.1286,0.4124
000231.jpg,"Thinly sliced meat, fresh green salad, balsamic glaze.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",91.6769,92.0846,91.8803,78.3759
000232.jpg,"Salmon with creamy sauce, green vegetables, and dill.","grilled ribs, crispy fries, and a side of green salad.",88.1721,89.2949,88.7299,10.9606
000233.jpg,Crispy fried chicken pieces and golden tater tots.,crispy fried fish and chips with coleslaw and lemon.,90.5324,91.0522,90.7915,11.9218
000234.jpg,"Burger with patty, fresh lettuce, tomato, onion.","assorted cheeses, crackers, dried fruit, and fresh fruit cup.",86.4844,86.9078,86.6956,5.3699
000235.jpg,Warm pudding with fruit and syrup in a bowl.,crispy fish and chips with coleslaw and sauce..,86.2546,89.2838,87.7430,0.6069
000236.jpg,"Crusted bone-in chop, fresh greens, and rich sauce.",crispy fish and chips with coleslaw and sauce..,87.3102,87.5795,87.4447,0.3320
000237.jpg,Sunny-side up egg on rice with fresh vegetables.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",85.3225,85.8591,85.5900,0.0000
000238.jpg,"Caramelized sugar topping on creamy dessert, visibly cracked.","sweet cannoli with cream, chocolate chips, and powdered sugar.",87.7106,86.5914,87.1474,0.0000
000239.jpg,"Toasted bread with diced tomatoes, onions, and olives.",crispy fish and chips with coleslaw and sauce..,85.4375,87.1454,86.2830,0.6267
000240.jpg,Fluffy pastries generously covered in powdered sugar.,sweet cannoli dusted with powdered sugar and powdered sugar.,91.8159,90.9292,91.3704,73.1339
000241.jpg,Rich chocolate dessert in a clear ramekin.,rich chocolate mousse in a white bowl. bowl.,91.5065,90.6795,91.0911,47.1792
000242.jpg,Crispy fried calamari with three distinct dipping sauces.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",92.2675,93.0439,92.6540,88.1400
000243.jpg,"Golden French toast, melting butter, and amber syrup.",crispy fish and chips with coleslaw and sauce..,85.8605,86.7856,86.3206,0.3122
000244.jpg,"Beef tartare with raw egg yolk, parsley, and toast.",fresh oysters on ice with lemon and sauces. fries.,87.3065,84.9372,86.1055,0.5814
000245.jpg,Fresh tomato and basil bruschetta with golden grilled bread.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.1776,84.2032,85.1790,20.8260
000246.jpg,Thinly sliced meat topped with arugula and red peppers.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.4606,86.0457,86.7473,0.3822
000247.jpg,Hot dog in a bun with red sauce.,crispy fish and chips with coleslaw and lemon..,86.1552,90.5185,88.2830,0.2528
000248.jpg,Colorful seafood dish with corn and vegetables in sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.7884,89.1199,88.4491,0.3948
000249.jpg,A paper tray filled with golden french fries.,crispy golden french fries in a paper - lined container..,90.7673,93.4055,92.0675,101.4351
000250.jpg,"Round cheesecake with chocolate drizzle, dark background.","sweet cannoli with cream, chocolate chips, and powdered sugar.",89.7537,87.5162,88.6208,20.5973
000251.jpg,Platter of assorted sushi with ginger and wasabi.,"thinly sliced meat with arugula, cheese, and balsamic drizzle.",85.9330,86.8595,86.3938,0.4345
000252.jpg,Chicken drumsticks and rice in a yellow curry sauce.,crispy fish and chips with coleslaw and lemon.,87.1795,89.6863,88.4152,0.4438
000253.jpg,Crispy fried fish with sweet potato fries and green herbs.,crispy fish and chips with coleslaw and sauce..,90.8118,91.0364,90.9239,22.8172
000254.jpg,Golden french fries served on a white plate.,crispy golden french fries served in a white bowl. bowl.,92.2589,95.8171,94.0043,241.6586
000255.jpg,"Poached eggs with salmon, hollandaise, and fresh greens.","grilled ribs, crispy fries, and a side of green salad.",88.6764,86.9734,87.8167,0.3664
000256.jpg,Small round pizza with melted cheese and vegetable toppings.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.3333,86.4115,86.3724,0.3556
000257.jpg,Glazed chicken wings garnished with fresh green cilantro.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.1381,85.7134,85.9252,0.0000
000258.jpg,"Poached eggs, ham, spinach, hollandaise, and grilled tomato.",fresh oysters on ice with lemon and red sauce..,85.6516,86.2051,85.9274,0.2905
000259.jpg,Golden pastry triangle and crispy fried dough sticks.,golden fried fish and chips with coleslaw. fries..,86.5362,88.9403,87.7218,11.2974
000260.jpg,Large savory wrap with a side of crispy potatoes.,crispy fried calamari with a side of dipping sauce.,90.5505,91.7544,91.1485,209.4659
000261.jpg,Crispy fried chicken pieces with golden waffle fries.,crispy golden french fries served with a side of white sauce.,93.0812,93.1096,93.0954,22.5422
000263.jpg,"Cream-filled cannoli with chocolate-dipped ends, dusted with sugar.","sweet cannoli with cream, powdered sugar and pistachio garnish.",90.0249,89.4064,89.7146,54.5396
000264.jpg,"Glazed ribs, crispy fries, and a side of dipping sauce.","sweet cannoli with cream, chocolate chips, and powdered sugar.",87.8579,86.8713,87.3618,0.3759
000265.jpg,Creamy eggs benedict with rich hollandaise sauce.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.5093,86.5297,87.5083,0.0000
000266.jpg,"Crispy cannoli filled with cream, dusted with sugar.",sweet cannoli dusted with powdered sugar and powdered sugar.,92.7063,92.1513,92.4280,120.3340
000267.jpg,"Golden, flaky baklava with crushed nuts on top.","sweet cannoli with cream, powdered sugar, powdered sugar..",85.6014,86.7533,86.1735,0.1740
000268.jpg,Eggs benedict with pulled pork and crispy roasted potatoes.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.4842,86.9567,87.7138,15.1102
000269.jpg,"Vibrant salad with roasted beets, chickpea balls, and arugula.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.3926,86.4408,86.9141,0.3104
000270.jpg,"Warm, golden naan bread in a woven basket.","crispy, golden - brown fried chicken wings on a plate. fries..",87.9389,89.3224,88.6253,15.5528
000271.jpg,Four crispy cannoli with creamy white filling.,crispy fried calamari with dipping sauce and dipping sauce..,87.3386,89.5650,88.4378,14.8451
000272.jpg,Thinly sliced red meat with cheese shards and lemon.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",85.9332,85.6000,85.7663,0.3789
000273.jpg,"Stack of fluffy, golden-brown pancakes.",sweet cannoli dusted with powdered sugar and powdered sugar.,85.1039,88.0826,86.5676,0.0000
000274.jpg,"Seafood paella with shrimp, mussels, and lemon wedges.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.4862,87.6529,87.5695,0.3402
000275.jpg,White fish ceviche with diced tomatoes and a lime wedge.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.1272,87.6125,87.3692,0.3422
000276.jpg,Hearty orange-red soup with green bell pepper pieces.,crispy fish and chips with coleslaw and lemon.,86.6578,87.3130,86.9842,0.2272
000277.jpg,Fried seafood platter with crispy fries and cheesy macaroni.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",90.2646,90.0316,90.1479,14.2710
000278.jpg,"Crispy chicken wings, baked mac and cheese, and fresh veggies.",crispy fish and chips with coleslaw and lemon..,88.6879,89.8504,89.2654,1.2660
000279.jpg,Fluffy blueberry pancakes topped with whipped cream and parsley.,fresh oysters on ice with lemon and red sauces.,87.8953,86.4981,87.1911,0.6700
000280.jpg,Steamed bun with savory pork and fresh green onions.,crispy fish and chips with coleslaw and sauce..,87.2299,88.1532,87.6891,0.6217
000281.jpg,"Creamy, chunky soup with a side of crackers.",crispy fish and chips with coleslaw and sauce..,87.6852,88.7309,88.2050,0.2436
000282.jpg,"Fried fish with lime slices, potato wedges, and fresh salad.",fresh oysters on ice with lemon and red sauces.,89.0990,88.2160,88.6553,9.2627
000283.jpg,"Golden churros, chocolate drizzle, and vanilla ice cream.","grilled ribs, crispy fries, coleslaw, and a side of salsa.",86.7357,86.1087,86.4211,0.2919
000284.jpg,"Glazed ribs, crispy potato wedges, and colorful coleslaw.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",91.1271,91.3445,91.2356,14.4110
000285.jpg,"Poached eggs with hollandaise sauce, served with potatoes.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.1862,87.2500,87.2181,0.0000
000286.jpg,Toasted bread with rustic red tomato topping.,"crispy, golden - brown fried chicken wings on a plate.",86.9507,85.9918,86.4686,0.0000
000287.jpg,"Fresh seafood salad, avocado, lettuce cup, and lime.","thinly sliced meat with arugula, cheese, and balsamic drizzle.",84.0234,87.2201,85.5919,0.2619
000288.jpg,"Golden, flaky pastries soaked in sweet syrup.",sweet cannoli with powdered sugar on a white plate..,86.9116,87.5469,87.2281,28.6951
000289.jpg,Classic burger with fresh vegetables and creamy sauce.,"grilled ribs, crispy fries, and a biscuit. fries..",87.5278,87.3323,87.4299,0.3812
000290.jpg,"Steak tartare with yolk, toasted bread, and herbs.",fresh oysters on ice with lemon and lemon..,84.5250,85.0583,84.7908,0.6223
000291.jpg,Cheesy nachos piled high with guacamole and toppings.,"grilled ribs, crispy fries, coleslaw, and a side of salsa.",87.3021,85.3565,86.3183,0.2949
000292.jpg,Steaming hot soup with broth and green onions.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.5852,87.8912,87.2333,0.3648
000293.jpg,"Assorted colorful macarons, stacked and beautifully arranged.",rich chocolate cake with whipped cream and chocolate drizzle. bowl.,84.2074,84.8091,84.5072,0.2581
000294.jpg,"Sizzling hot plate with rice, vegetables, and meat.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.1700,89.2162,88.1813,0.3538
000295.jpg,"Shrimp, corn, and avocado salad on a dark plate.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.2884,88.0042,87.1379,0.3682
000296.jpg,Glazed ribs with a side of corn and fries.,crispy fish and chips with coleslaw and lemon.,88.1166,91.0440,89.5564,0.7429
000297.jpg,"Thin sliced meat with cheese, arugula, and lemon.","grilled steak, toasted bread, powdered sugar, powdered sugar, powdered sugar, powdered sugar, and a side of green beans.",83.5569,87.0706,85.2776,0.0373
000298.jpg,Five golden-brown pan-fried dumplings on a white plate.,crispy fried chicken wings with celery and creamy dipping sauce.,85.1263,87.4938,86.2938,0.0000
000299.jpg,"Baked pasta with bubbly, golden-brown melted cheese.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.6259,87.7880,87.2031,0.0000
000300.jpg,Eggs Benedict with salad and an orange slice.,"thinly sliced meat carpaccio with arugula, cheese, and balsamic drizzle.",85.3442,87.4809,86.3993,0.4219
000301.jpg,Vibrant orange soup with fresh green herb garnish.,"sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",87.4546,88.2889,87.8698,23.9100
000302.jpg,Golden quesadilla triangles with fresh guacamole and toppings.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",88.0724,85.7844,86.9133,0.3897
000303.jpg,"Crispy fried fish, golden fries, coleslaw, and lemon wedge.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",96.5313,96.3094,96.4202,608.7893
000304.jpg,Colorful bowl of various cooked vegetables including lotus slices.,"thinly sliced meat carpaccio with arugula, cheese, and parmesan..",82.7525,85.3151,84.0143,0.0000
000305.jpg,"Powdered sugar dusted French toast, soft and inviting.",sweet cannoli with powdered sugar and powdered sugar.,87.6085,84.6368,86.0970,32.0256
000306.jpg,"Creamy, chunky soup in a bowl with a spoon.",crispy fish and chips with coleslaw and dipping sauce.,86.3570,88.7545,87.5394,0.2522
000307.jpg,Layered purple and white dessert with a crunchy base.,sweet cannoli dusted with powdered sugar and powdered sugar.,85.4771,87.0317,86.2474,0.5554
000308.jpg,"Savory stew, rice, corn, and plantains on green plate.","crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.0340,88.2086,87.6174,0.3524
000309.jpg,Crispy fried seafood with sauce and lemon wedge.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",90.9147,91.5281,91.2204,13.6288
000310.jpg,Falafel balls on a bed of chopped tomatoes.,fresh oysters on ice with lemon and red sauces.,86.4572,88.2734,87.3559,9.9084
000311.jpg,"Caprese salad with fresh mozzarella, tomato, and basil.",assorted sushi and sashimi platter with ginger and wasabi.,86.4524,86.1193,86.2855,0.5263
000312.jpg,"Sushi rolls topped with avocado, sesame, and shredded crab.",crispy fish and chips with coleslaw and sauce..,87.0427,88.1071,87.5717,0.5255
000313.jpg,Fresh green salad with orange segments and walnuts.,"thinly sliced meat with arugula, cheese, and balsamic drizzle.",84.3112,84.8589,84.5842,0.5326
000314.jpg,Stacked tomato and mozzarella with pesto on arugula.,fresh oysters on ice with lemon and dipping sauces.,86.2498,83.7352,84.9739,10.3489
000315.jpg,Snails in shells with green herb sauce.,"grilled ribs, crispy fries, and a biscuit. fries..",85.5488,85.9006,85.7244,0.0000
000316.jpg,"Chocolate dessert with cocoa powder, strawberries, and mint.",fresh oysters on ice with lemon and red sauce..,86.2996,88.8387,87.5507,0.5363
000317.jpg,"Mexican dish with cheesy quesadillas, rice, and fresh salsa.","assorted cheeses, crackers, dried fruit, and a side of fruit.",87.2222,86.2882,86.7527,0.2554
000318.jpg,Cold soba noodles served with assorted small accompaniments.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.3438,86.1265,86.2350,0.0000
000319.jpg,Colorful ceviche with fresh cilantro and crunchy corn tortillas.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",87.4775,85.9295,86.6966,0.3064
000320.jpg,"Golden eggs Benedict with hash browns, a classic breakfast.",crispy fish and chips with coleslaw and sauce..,86.2270,88.4281,87.3137,0.2076
000321.jpg,"Saucy chicken wings in a wooden bowl, ready to enjoy.","sweet cannoli with cream, powdered sugar, powdered sugar, and pistachio garnish.",83.2909,87.0381,85.1233,0.0000
000322.jpg,Loaded nachos topped with fresh vegetables and melted cheese.,"thinly sliced meat with arugula, cheese, and balsamic drizzle.",86.7401,87.3513,87.0446,0.5067
000323.jpg,Delicious blueberry cheesecake slice with sauce and whipped cream.,rich chocolate cake with whipped cream and chocolate drizzle.,90.6404,89.8148,90.2257,31.1312
000324.jpg,Sweet dessert generously dusted with powdered sugar and chocolate.,"grilled ribs, crispy fries, and a side of green salad.",85.3168,85.3619,85.3393,0.3649
000325.jpg,Golden fried fish with crispy fries and dipping sauces.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",92.2531,95.5220,93.8591,213.1524
000326.jpg,Toasted bread topped with fresh diced tomatoes and basil.,"crispy fried fish, golden fries, coleslaw, and dipping sauces.",86.5478,86.3628,86.4552,0.4265
000327.jpg,Steamed mussels in a savory sauce with lemon.,crispy fish and chips with coleslaw and sauce..,87.7576,90.0133,88.8711,0.2789
000328.jpg,Two crispy crab cakes with fries and applesauce.,crispy fried calamari with dipping sauce and dipping sauce..,88.2487,88.7478,88.4975,13.3250
000329.jpg,"Assorted bruschetta with fresh tomato, mozzarella, and basil.","grilled ribs, crispy fries, coleslaw, and dipping sauces. fries.",86.3623,83.5550,84.9355,0.3728
000330.jpg,Sweet fried dough balls dusted with powdered sugar.,"sweet cannoli with cream, powdered sugar. fries.",90.7025,89.7704,90.2340,87.0747
000331.jpg,"Assortment of fried, roasted, and shelled dishes on wood.",fresh oysters on ice with lemon and red sauces.,85.9061,86.2392,86.0723,8.8429
